UNIT_ID,SITE_NAME,TripAdvisor,Yelp,Foursquare,Facebook,Wikipedia,Factual id,DISTRICT,PUBLIC_ACC
S00025,Florida Caverns State Park,https://www.tripadvisor.com/Attraction_Review-g34422-d143675-Reviews-Florida_Caverns_State_Park-Marianna_Florida.html,https://www.yelp.com/biz/florida-caverns-state-park-marianna,https://foursquare.com/v/4bbcd15b8ec3d13a23461b28,https://www.facebook.com/207213452634015,https://en.wikipedia.org/wiki/Florida_Caverns_State_Park,e7c7c970-4c9b-4c90-a632-b54e83440ef4,1,Open-Fee Required
S00263,Florida Keys Overseas Heritage Trail,,,,,,,5,Open-No Fee Required
S00026,Forest Capital Museum State Park,https://www.tripadvisor.com/Attraction_Review-g34553-d4313605-Reviews-Forest_Capital_Musem-Perry_Florida.html,https://www.yelp.com/biz/forest-capital-museum-perry,https://foursquare.com/v/forest-capital-museum-state-park/4d6fc00227316ea86f99b4aa,https://www.facebook.com/105565786143146,https://en.wikipedia.org/wiki/Forest_Capital_Museum_State_Park,3c08e033-c5f8-4e6d-bc4e-fcd7e55692fc,2,Open-Fee Required
S00027,Fort Clinch State Park,https://www.tripadvisor.com/Attraction_Review-g34218-d130819-Reviews-Fort_Clinch_State_Park-Fernandina_Beach_Amelia_Island_Florida.html,https://www.yelp.com/biz/fort-clinch-state-park-fernandina-beach,https://foursquare.com/v/4b9bed12f964a520a83636e3,https://www.facebook.com/106044902759783,https://en.wikipedia.org/wiki/Fort_Clinch,e7a807a0-44fb-4d81-ad58-b8b7e4cbdd93,2,Open-Fee Required
S00096,Fort Cooper State Park,https://www.tripadvisor.com/Attraction_Review-g34323-d553933-Reviews-Fort_Cooper_State_Park-Inverness_Florida.html,https://www.yelp.com/biz/fort-cooper-state-park-inverness,https://foursquare.com/v/4d975e9aaf3d236a82c921c7,https://www.facebook.com/pages/Fort-Cooper-State-Park/105698652798227,https://en.wikipedia.org/wiki/Fort_Cooper_State_Park,27ad7cea-b4d8-424c-bb60-a59498e07f33,2,Open-Fee Required
S00227,Fort George Island Cultural State Park,https://www.tripadvisor.com/Attraction_Review-g60805-d2577990-Reviews-Fort_George_Island_Cultural_State_Park-Jacksonville_Florida.html,https://www.yelp.com/biz/fort-george-island-cultural-state-park-jacksonville?osq=Fort+George+Island+Cultural+State+Park,,https://www.facebook.com/340291566097362,https://en.wikipedia.org/wiki/Fort_George_Island_Cultural_State_Park,fa139f30-f665-4611-bef9-11bf66b54be7,2,Open-No Fee Required
S00255,Fort Mose Historic State Park,https://www.tripadvisor.com/Attraction_Review-g34599-d108705-Reviews-Fort_Mose-St_Augustine_Florida.html,https://www.yelp.com/biz/fort-mose-historic-state-park-st-augustine?osq=Fort+Mose+Historic+State+Park,https://foursquare.com/v/fort-mose-historic-state-park/4bb3b8ca35f0c9b661cabc83,https://www.facebook.com/112080052136331,https://en.wikipedia.org/wiki/Fort_Mose_Historic_State_Park,68e0ed8b-8706-48e9-ba7f-f8b3a4dc0775,3,Open-Fee Required
S00106,Fort Pierce Inlet State Park,https://www.tripadvisor.com/Attraction_Review-g34233-d117434-Reviews-Fort_Pierce_Inlet_State_Park-Fort_Pierce_Florida.html,https://www.yelp.com/biz/fort-pierce-inlet-state-park-fort-pierce-2,https://foursquare.com/v/4bec0f87b3352d7f2d2a57d2,https://www.facebook.com/104055296296255,https://en.wikipedia.org/wiki/Fort_Pierce_Inlet_State_Park,15492beb-4932-484c-87d0-ebffc73c6988,5,Open-Fee Required
S00125,Fort Zachary Taylor Historic State Park,https://www.tripadvisor.com/Attraction_Review-g34345-d104136-Reviews-Fort_Zachary_Taylor_Historic_State_Park-Key_West_Florida_Keys_Florida.html,https://www.yelp.com/biz/fort-zachary-taylor-state-park-beach-key-west,https://foursquare.com/v/4b3cb98ff964a520928625e3,https://www.facebook.com/110194162344049,https://en.wikipedia.org/wiki/Fort_Zachary_Taylor_Historic_State_Park,5d26c465-5bbc-416f-911b-08bd3520d71c,5,Open-Fee Required
S00065,Fred Gannon Rocky Bayou State Park,https://www.tripadvisor.com/Attraction_Review-g34473-d272581-Reviews-Fred_Gannon_Rocky_Bayou_State_Park-Niceville_Florida.html,https://www.yelp.com/biz/rocky-bayou-state-park-niceville,https://foursquare.com/v/4bb7bd621261d13ab9cce798,https://www.facebook.com/261615177267249,https://en.wikipedia.org/wiki/Fred_Gannon_Rocky_Bayou_State_Park,a3274009-23d0-4af6-8195-a25fcf830842,1,Open-Fee Required
S00271,Gainesville-to-Hawthorne State Trail,https://www.tripadvisor.com/Attraction_Review-g34242-d7374639-Reviews-Gainesville_Hawthorne_State_Trail-Gainesville_Florida.html,https://www.yelp.com/biz/gainesville-hawthorne-state-trail-gainesville?osq=Gainesville-Hawthorne+State+Trail,https://foursquare.com/v/gainesville-hawthorne-trail/4d52b44cd7eaa143d09f810f,https://www.facebook.com/114653525218323,https://en.wikipedia.org/wiki/Gainesville-Hawthorne_State_Trail,77ea2040-1e18-012f-0643-0030487f54d8,2,Open-Fee Required
S00024,Gamble Rogers Memorial State Recreation Area at Flagler Beach,https://www.tripadvisor.com/Attraction_Review-g34221-d3155848-Reviews-Gamble_Rogers_Memorial_State_Recreation_Area-Flagler_Beach_Florida.html,https://www.yelp.com/biz/gamble-rogers-memorial-state-recreation-area-flagler-beach-2?osq=Gamble+Rogers+Memorial+State+Recreation+Area,https://foursquare.com/v/gamble-rogers-state-park/4d8e0898d265236a75e8ff16,https://www.facebook.com/pages/Gamble-Rogers-Memorial-State-Recreation-Area-at-Flagler-Beach/105646159470129,https://en.wikipedia.org/wiki/Gamble_Rogers_Memorial_State_Recreation_Area_at_Flagler_Beach,a103c6e9-0960-4595-8b4c-5ed24c88f78a,3,Open-Fee Required
S00191,Gasparilla Island State Park,https://www.tripadvisor.com/Attraction_Review-g34087-d1453241-Reviews-Gasparilla_Island_State_Park-Boca_Grande_Florida.html,https://www.yelp.com/biz/cayo-costa-state-park-boca-grande,https://foursquare.com/v/4dcfcbaed22deadedd73a8aa,https://www.facebook.com/110341452394851,https://en.wikipedia.org/wiki/Gasparilla_Island_State_Park,e098a02c-caf6-483e-a646-e812bcf96392,4,Open-Fee Required
S00225,General James A. Van Fleet State Trail,https://www.tripadvisor.com/Attraction_Review-g34569-d2516417-Reviews-Gen_James_A_Van_Fleet_State_Trail-Polk_City_Florida.html,,,https://www.facebook.com/109249069094724,https://en.wikipedia.org/wiki/General_James_A._Van_Fleet_State_Trail,bc9bc7b2-2b89-4864-9e9f-7f6ba084af4f,3,Open-No Fee Required
S00262,George Crady Bridge Fishing Pier State Park,https://www.tripadvisor.com/Attraction_Review-g34218-d12162662-Reviews-George_Crady_Bridge_Fishing_Pier_State_Park-Fernandina_Beach_Amelia_Island_Florid.html,,https://foursquare.com/v/4e64b5a38877954de925cbbe,,https://en.wikipedia.org/wiki/George_Crady_Bridge_Fishing_Pier,22ab4cb2-03f2-4d14-98af-901e5c9b873f,2,Open-Fee Required
S00033,Grayton Beach State Park,https://www.tripadvisor.com/Attraction_Review-g3135628-d532095-Reviews-Grayton_Beach_State_Park-Grayton_Beach_Santa_Rosa_Beach_Florida.html,https://www.yelp.com/biz/grayton-beach-state-park-santa-rosa-beach,https://foursquare.com/v/4ebd2807e300ba1044016262,https://www.facebook.com/150898148258731,https://en.wikipedia.org/wiki/Grayton_Beach_State_Park,386f89f1-9711-42b1-ac80-47a90f08dc31,1,Open-Fee Required
S00126,Haw Creek Preserve State Park,,,,https://www.facebook.com/142264929140939,,a3479722-c7a9-4fa1-bb0b-d3cbf8dde344,3,Open-No Fee Required
S00186,Henderson Beach State Park,https://www.tripadvisor.com/Attraction_Review-g34182-d480488-Reviews-Henderson_Beach_State_Park-Destin_Florida.html,https://www.yelp.com/biz/henderson-beach-state-park-destin,https://foursquare.com/v/4c59bc016407d13a8ef0b228,https://www.facebook.com/121739694542098,https://en.wikipedia.org/wiki/Henderson_Beach_State_Park,88f34c51-e8c0-4716-8a9c-9e23935b0ac0,1,Open-Fee Required
S00036,Highlands Hammock State Park,https://www.tripadvisor.com/Attraction_Review-g34626-d509151-Reviews-Highlands_Hammock_State_Park-Sebring_Florida.html,https://www.yelp.com/biz/highlands-hammock-state-park-sebring,https://foursquare.com/v/highlands-hammock-state-park/4b8ad049f964a520d28232e3,https://www.facebook.com/349998951711810,https://en.wikipedia.org/wiki/Highlands_Hammock_State_Park,0bf085a-3cec-493d-a6f2-f8189632d450,4,Open-Fee Required
S00037,Hillsborough River State Park,https://www.tripadvisor.com/Attraction_Review-g34688-d109639-Reviews-Hillsborough_River_State_Park-Thonotosassa_Florida.html,https://www.yelp.com/biz/hillsborough-state-park-poolside-cafe-thonotosassa-2,https://foursquare.com/v/hillsborough-river-state-park/4bf2e829354e9c74fd832602,https://www.facebook.com/pages/Haunted-Woods-Campground-At-Hillsborough-River-State-Park/164264020364074,https://en.wikipedia.org/wiki/Hillsborough_River_State_Park,285b85b3-d9f3-46d1-8aa5-e13d2e063322,4,Open-Fee Required
S00120,Honeymoon Island State Park,https://www.tripadvisor.com/Attraction_Review-g34187-d126854-Reviews-Honeymoon_Island_State_Park-Dunedin_Florida.html,https://www.yelp.com/biz/honeymoon-island-state-park-dunedin?osq=Honeymoon+Island+State+Park,https://foursquare.com/v/53498f26498eaa5f2c81aa15,https://www.facebook.com/200175126821528,https://en.wikipedia.org/wiki/Honeymoon_Island_State_Park,27bb751a-ad44-4c7f-8d95-b480003ad86c,4,Open-Fee Required
S00038,Hontoon Island State Park,https://www.tripadvisor.com/Attraction_Review-g34178-d2525903-Reviews-Hontoon_Island_State_Park-DeLand_Florida.html,https://www.yelp.com/biz/hontoon-island-state-park-deland,https://foursquare.com/v/hontoon-island-state-park/4ce006947e2e236a6ac1881b,https://www.facebook.com/103114416394805,https://en.wikipedia.org/wiki/Hontoon_Island_State_Park,f4ce3a04-a1ca-43f7-b64f-e5628cb87868,3,Open-No Fee Required
S00039,Hugh Taylor Birch State Park,https://www.tripadvisor.com/Attraction_Review-g34227-d281451-Reviews-Hugh_Taylor_Birch_State_Park-Fort_Lauderdale_Broward_County_Florida.html,https://www.yelp.com/biz/hugh-taylor-birch-state-park-fort-lauderdale-2?osq=Hugh+Taylor+Birch+State+Park,https://foursquare.com/v/4a8ffddef964a520c11520e3,https://www.facebook.com/pages/Hugh-Taylor-Birch-State-Park/278460476087095,https://en.wikipedia.org/wiki/Hugh_Taylor_Birch_State_Park,14ac7435-430f-4fa5-bfaf-a7b290f9bda4,5,Open-Fee Required
S00086,Ichetucknee Springs State Park,https://www.tripadvisor.com/Attraction_Review-g34235-d1552382-Reviews-Ichetucknee_Springs_State_Park-Fort_White_Florida.html,https://www.yelp.com/biz/ichetucknee-springs-state-park-fort-white,https://foursquare.com/v/ichetucknee-springs-state-park/4c150205a1010f47183f4d18,https://www.facebook.com/125447167508191,https://en.wikipedia.org/wiki/Ichetucknee_Springs_State_Park,5f5b3fbc-11c7-4198-ad72-5db199f263e6,2,Open-Fee Required
S00282,Ichetucknee Trace,,,,,,,2,Open-Prior Arrangement Required
S00095,Indian Key Historic State Park,https://www.tripadvisor.com/Attraction_Review-g34346-d142776-Reviews-Windley_Key_Fossil_Reef_Geological_State_Park-Islamorada_Florida_Keys_Florida.html,https://www.yelp.com/biz/indian-key-state-historic-site-islamorada,https://foursquare.com/v/4e3686ce6284ea7e110afbed,https://www.facebook.com/108091389218324,https://en.wikipedia.org/wiki/Indian_Key_Historic_State_Park,4dcf9e7b-bc33-445c-9fc9-7b842164af2c,5,Open-No Fee Required
S00028,Indian River Lagoon Preserve State Park,,,,,,,3,Open-No Fee Required
S00140,John D. MacArthur Beach State Park,https://www.tripadvisor.com/Attraction_Review-g34487-d109771-Reviews-John_D_MacArthur_Beach_State_Park-North_Palm_Beach_Florida.html,https://www.yelp.com/biz/macarthur-beach-state-park-north-palm-beach,https://foursquare.com/v/4cdaf26dfc97370456d6cb05,https://www.facebook.com/246084798792226,https://en.wikipedia.org/wiki/John_D._MacArthur_Beach_State_Park,9b5ac5a4-87c9-4693-bd83-904248542621,5,Open-Fee Required
S00042,John Gorrie Museum State Park,https://www.tripadvisor.com/Attraction_Review-g29168-d106004-Reviews-John_Gorrie_State_Museum-Apalachicola_Florida.html,https://www.yelp.com/biz/john-gorrie-state-museum-apalachicola,https://foursquare.com/v/john-gorrie-museum/4d1cd693ddc85481959fcb60,,https://en.wikipedia.org/wiki/John_Gorrie_Museum_State_Park,50161947-2940-48a1-9aa1-1ccba69d8204,1,Open-Fee Required
S00015,John Pennekamp Coral Reef State Park,https://www.tripadvisor.com/Attraction_Review-g34344-d102401-Reviews-John_Pennekamp_Coral_Reef_State_Park-Key_Largo_Florida_Keys_Florida.html,https://www.yelp.com/biz/john-pennekamp-coral-reef-state-park-key-largo?osq=John+Pennekamp+Coral+Reef+State+Park,https://foursquare.com/v/4b745eaef964a5202ad82de3,https://www.facebook.com/225404327521412,https://en.wikipedia.org/wiki/John_Pennekamp_Coral_Reef_State_Park,da9eef7a-1a3c-46b7-811b-059aca053662,5,Open-Fee Required
,John U Lloyd Beach State Park,,,https://foursquare.com/v/john-u-lloyd-state-park/4b9cff99f964a5208c8736e3,https://www.facebook.com/pages/John-U-Lloyd-Beach-State-Park/108396769184275,,1d5996e6-13b8-40a2-b060-5ada5fac7c84,,
S00043,Jonathan Dickinson State Park,https://www.tripadvisor.com/Attraction_Review-g34291-d458072-Reviews-Jonathan_Dickinson_State_Park-Hobe_Sound_Florida.html,https://www.yelp.com/biz/jonathan-dickinson-state-park-hobe-sound,https://foursquare.com/v/jonathan-dickinson-state-park-jdsp/4b17a0c8f964a520b4c623e3,https://www.facebook.com/168583699822021,https://en.wikipedia.org/wiki/Jonathan_Dickinson_State_Park,63ccb736-3598-4662-9405-f427f8467342,5,Open-Fee Required
S00031,Judah P. Benjamin Confederate Memorial at Gamble Plantation Historic State Park,https://www.tripadvisor.com/Attraction_Review-g34204-d199889-Reviews-Gamble_Plantation_Historic_State_Park-Ellenton_Florida.html,https://www.yelp.com/biz/gamble-plantation-palmetto?osq=Gamble+Plantation+Historic+State+Park,https://foursquare.com/v/gamble-plantation-historic-state-park/4c01025a360a9c747111d9a0,https://www.facebook.com/107949225892700,https://en.wikipedia.org/wiki/Gamble_Plantation_Historic_State_Park,023e5472-f446-4919-8664-11bb9e19bba9,4,Open-Fee Required
S00252,Kissimmee Prairie Preserve State Park,https://www.tripadvisor.com/Attraction_Review-g34503-d2395141-Reviews-Kissimmee_Prairie_Preserve_State_Park-Okeechobee_Florida.html,https://www.yelp.com/biz/kissimmee-prairie-preserve-state-park-okeechobee?osq=kissimmee-prairie-preserve-state-park,https://foursquare.com/v/4fed1f3ee4b0b1e830bbe565,https://www.facebook.com/105558132811755,https://en.wikipedia.org/wiki/Kissimmee_Prairie_Preserve_State_Park,0ed15ca1-18db-4f0f-982b-2bd7b4e8ff68,3,Open-Fee Required
S00045,Koreshan State Park,https://www.tripadvisor.com/Attraction_Review-g34208-d531893-Reviews-Koreshan_State_Park-Estero_Florida.html,https://www.yelp.com/biz/koreshan-state-park-estero,https://foursquare.com/v/koreshan-state-park-campground/5025a231e4b04e431b5e19b4,https://www.facebook.com/KoreshanStatePark/,https://en.wikipedia.org/wiki/Koreshan_State_Historic_Site,a3eefa01-e5a4-4573-ae6a-fdaf33ebdef7,4,Open-Fee Required
S00272,Lafayette Blue Springs State Park,https://www.tripadvisor.com/Attraction_Review-g34428-d2293002-Reviews-Lafayette_Blue_Springs_State_Park-Mayo_Florida.html,https://www.yelp.com/biz/lafayette-blue-springs-state-park-mayo,https://foursquare.com/v/lafayette-blue-springs-state-park/4c02096ccbeec9289a445afe,https://www.facebook.com/103970362973525,https://en.wikipedia.org/wiki/Lafayette_Blue_Springs_State_Park,dc152dd5-4915-450f-96d4-2a253580dcaa,2,Open-Fee Required
S00046,Lake Griffin State Park,https://www.tripadvisor.com/Attraction_Review-g34240-d553943-Reviews-Lake_Griffin_State_Park-Fruitland_Park_Lake_County_Florida.html,https://www.yelp.com/biz/lake-griffin-state-park-fruitland-park,https://foursquare.com/v/4b887de7f964a520e4fb31e3,https://www.facebook.com/105485759484196,https://en.wikipedia.org/wiki/Lake_Griffin_State_Park,2ae907fa-d16e-4273-9c46-72d7875b6178,3,Open-Fee Required
S00047,Lake Jackson Mounds Archaeological State Park,https://www.tripadvisor.com/Attraction_Review-g34675-d126924-Reviews-Lake_Jackson_Mounds_Archaeological_State_Park-Tallahassee_Florida.html,https://www.yelp.com/biz/lake-jackson-mounds-archaeological-state-park-tallahassee?osq=Lake+Jackson+Mounds+Archaeological+State+Park,https://foursquare.com/v/517c314b498ea1b60afbf0f3,https://www.facebook.com/108122905883203,https://en.wikipedia.org/wiki/Lake_Jackson_Mounds_Archaeological_State_Park,3520165a-24a9-4559-981e-5952db001037,1,Open-Fee Required
S00245,Lake June-in-Winter Scrub Preserve State Park,https://www.tripadvisor.com/Attraction_Review-g34370-d3682479-Reviews-Lake_June_in_Winter_Scrub_State_Park-Lake_Placid_Florida.html,https://www.yelp.com/biz/lake-june-in-winter-scrub-state-park-sebring?osq=Lake+June-in-Winter+Scrub+State+Park,https://foursquare.com/v/4f6f5e09e4b0e20e167c0a53,https://www.facebook.com/105286386172811,https://en.wikipedia.org/wiki/Lake_June_in_Winter_Scrub_State_Park,e91171a5-bdf3-4bd1-8992-a2f6d101b551,4,Open-Fee Required
S00087,Lake Kissimmee State Park,https://www.tripadvisor.com/Attraction_Review-g34371-d553957-Reviews-Lake_Kissimmee_State_Park-Lake_Wales_Florida.html,https://www.yelp.com/biz/lake-kissimmee-state-park-lake-wales,https://foursquare.com/v/lake-kissimmee-state-park/4b058692f964a520496622e3,https://www.facebook.com/pages/Lake-Kissimmee-State-Park/112272878784180,https://en.wikipedia.org/wiki/Lake_Kissimmee_State_Park,1e4fba19-54ad-4937-bc1d-c4c9366efed4,3,Open-Fee Required
S00108,Lake Louisa State Park,https://www.tripadvisor.com/Attraction_Review-g34142-d1229688-Reviews-Lake_Louisa_State_Park-Clermont_Lake_County_Florida.html,https://www.yelp.com/biz/lake-louisa-state-park-clermont-2?osq=Lake+Louisa+State+Park,https://foursquare.com/v/4b058692f964a5204f6622e3,https://www.facebook.com/172600659454633,https://en.wikipedia.org/wiki/Lake_Louisa_State_Park,15e410b0-afac-4eb3-b0db-11af38735a94,3,Open-Fee Required
S00088,Lake Manatee State Park,https://www.tripadvisor.com/Attraction_Review-g60786-d2219631-Reviews-Lake_Manatee_State_Park-Bradenton_Florida.html,https://www.yelp.com/biz/lake-manatee-state-park-bradenton,https://foursquare.com/v/lake-manatee-state-park/4b64589cf964a5203bac2ae3,https://www.facebook.com/pages/Lake-Manatee-State-Park/113216228691928?rf=555214911159722,https://en.wikipedia.org/wiki/Lake_Manatee_State_Park,0699d43c-930e-4311-b0a6-b5479f383da7,4,Open-Fee Required
S00093,Lake Talquin State Park,https://www.tripadvisor.com/Attraction_Review-g34675-d4093630-Reviews-Lake_Talquin_State_Forest-Tallahassee_Florida.html,https://www.yelp.com/biz/lake-talquin-state-park-tallahassee?osq=Lake+Talquin+State+Park,https://foursquare.com/v/4b817de8f964a520e9a930e3,https://www.facebook.com/186263028072398,https://en.wikipedia.org/wiki/Lake_Talquin,0b7d5489-cea0-4967-80b3-86eb174c1ac7,1,Open-No Fee Required
S00249,Letchworth-Love Mounds Archaeological State Park,https://www.tripadvisor.com/Attraction_Review-g34675-d4355411-Reviews-Letchworth_Mounds_State_Park-Tallahassee_Florida.html,https://www.yelp.com/biz/letchworth-love-mounds-archaeological-state-park-monticello?osq=Letchworth-Love+Mounds+Archaeological+State+Park,https://foursquare.com/v/4dbc48de43a1d8504b87485e,https://www.facebook.com/178801565598044,https://en.wikipedia.org/wiki/Letchworth-Love_Mounds_Archaeological_State_Park,5d3d519e-9d7d-40b2-b8ad-ca723c7319a2,1,Open-No Fee Required
S00097,Lignumvitae Key Botanical State Park,https://www.tripadvisor.com/Attraction_Review-g34346-d532054-Reviews-Lignumvitae_Key_Botanical_State_Park-Islamorada_Florida_Keys_Florida.html,https://www.yelp.com/biz/windley-key-fossil-reef-geological-state-park-islamorada,https://foursquare.com/v/4c0aaa5ca1b32d7f9dbf99f0,https://www.facebook.com/pages/Lignumvitae-Key-Botanical-State-Park/107800129243480,https://en.wikipedia.org/wiki/Windley_Key_Fossil_Reef_Geological_State_Park,5743cfd8-83a2-4c9c-af32-200056c5f753,5,Open-Fee Required
S00115,Little Manatee River State Park,https://www.tripadvisor.com/Attraction_Review-g34742-d3320600-Reviews-Little_Manatee_River_State_Park-Wimauma_Florida.html,https://www.yelp.com/biz/little-manatee-river-state-park-wimauma,https://foursquare.com/v/little-manatee-river-state-park/4c79257f2d3ba1434f158dd0,https://www.facebook.com/149521501734697,https://en.wikipedia.org/wiki/Little_Manatee_River_State_Park,e6dfafc4-6dfc-4c73-9ecb-c772d9812822,4,Open-Fee Required
S00049,Little Talbot Island State Park,https://www.tripadvisor.com/Attraction_Review-g60805-d561740-Reviews-Little_Talbot_Island_State_Park-Jacksonville_Florida.html,https://www.yelp.com/biz/little-talbot-island-state-park-jacksonville,https://foursquare.com/v/little-talbot-island-state-park/4bacd9ccf964a520e6113be3,https://www.facebook.com/pages/Little-Talbot-Island-Beach/1150767425077725,https://en.wikipedia.org/wiki/Little_Talbot_Island_State_Park,,2,Open-Fee Required
S00050,Long Key State Park,https://www.tripadvisor.com/Attraction_Review-g34340-d307023-Reviews-Long_Key_State_Park-Florida_Keys_Florida.html,https://www.yelp.com/biz/long-key-state-park-layton?osq=Long+Key+State+Park,https://foursquare.com/v/long-key-state-park/4be6fbc8d4f7c9b6a24a2720,https://www.facebook.com/290709931020838,https://en.wikipedia.org/wiki/Long_Key_State_Park,364441a0-b234-4914-b500-1dfa6fd85f40,5,Open-Fee Required
S00193,Lovers Key State Park,https://www.tripadvisor.com/Attraction_Review-g34231-d143707-Reviews-Lovers_Key_State_Park-Fort_Myers_Beach_Florida.html,https://www.yelp.com/biz/lovers-key-fort-myers-beach,https://foursquare.com/v/4bee83d1e8c3c928acc19892,https://www.facebook.com/114057715418779,https://en.wikipedia.org/wiki/Lovers_Key_State_Park,ff672dc8-95fd-44b4-85c4-6d2fcaa2d9a2,4,Open-Fee Required
S00124,Lower Wekiva River Preserve State Park,https://www.tripadvisor.com/Attraction_Review-g34615-d255274-Reviews-Lower_Wekiva_River_State_Preserve-Sanford_Florida.html,https://www.yelp.com/biz/lower-wekiva-river-preserve-state-park-sanford?osq=Lower+Wekiva+River+Preserve+State+Park,https://foursquare.com/v/5002e9b4e4b021927e350f91,https://www.facebook.com/194948127193659,https://en.wikipedia.org/wiki/Lower_Wekiva_River_Preserve_State_Park,624cf26f-8800-468a-a8e2-6816484ad08d,3,Open-No Fee Required
S00051,Madira Bickel Mound State Archaeological Site,https://www.tripadvisor.com/Attraction_Review-g34204-d644656-Reviews-Madira_Bickel_Mound_State_Archeological_Site-Ellenton_Florida.html,https://www.yelp.com/search?find_desc=Madira%20Bickel%20Mound&find_loc=Terra%20Ceia%2C%20FL,https://foursquare.com/v/4ceff5a328abb60c2c92c509,https://www.facebook.com/pages/Madira-Bickel-Mound-State-Archaeological-Site/112026868814206,,c3da13bd-a041-426b-bcc0-2c2d025667f2,4,Open-No Fee Required
S00268,Madison Blue Spring State Park,https://www.tripadvisor.com/Attraction_Review-g34387-d4355094-Reviews-Madison_Blue_Springs_State_Park-Lee_Florida.html,https://www.yelp.com/biz/madison-blue-springs-state-park-lee?osq=Madison+Blue+Springs+State+Park,https://foursquare.com/v/4c792e9a93ef236a388aae0f,https://www.facebook.com/519284211514776,https://en.wikipedia.org/wiki/Madison_Blue_Spring_State_Park,5e945db0-fb8b-42b1-b6df-25c5ba4af3b7,2,Open-Fee Required
S00053,Manatee Springs State Park,https://www.tripadvisor.com/Attraction_Review-g34131-d117334-Reviews-Manatee_Springs_State_Park-Chiefland_Florida.html,https://www.yelp.com/biz/manatee-springs-state-park-chiefland?osq=Manatee+Springs+State+Park,https://foursquare.com/v/4bbb248c98c7ef3b1ec23302,https://www.facebook.com/467341476694764,https://en.wikipedia.org/wiki/Manatee_Springs_State_Park,0abe27cf-a9c4-4afd-8797-580f775a0814,2,Open-Fee Required
S00275,Marjorie Harris Carr Cross Florida Greenways State Recreation and Conservation Area,only trailhead location available in social media,,,,,,3,Open-No Fee Required
S00089,Marjorie Kinnan Rawlings Historic State Park,https://www.tripadvisor.com/Attraction_Review-g34281-d124613-Reviews-Marjorie_Kinnan_Rawlings_Historic_State_Park-Hawthorne_Florida.html,https://www.yelp.com/biz/marjorie-kinnan-rawlings-historic-state-park-cross-creek,https://foursquare.com/v/4c2f8d6966e40f47ad1fc28b,https://www.facebook.com/109475235745157,https://en.wikipedia.org/wiki/Marjorie_Kinnan_Rawlings_Historic_State_Park,162c7126-8c2f-4cf8-967b-965e441cbe16,2,Open-Fee Required
S00032,Mike Roess Gold Head Branch State Park,https://www.tripadvisor.com/Attraction_Review-g34349-d4059581-Reviews-Mike_Roess_Gold_Head_State_Park-Keystone_Heights_Florida.html,https://www.yelp.com/biz/mike-roess-gold-head-branch-state-park-keystone-heights?osq=Goldhead+Branch+State+Park,https://foursquare.com/v/goldhead-branch-state-park/4bee801bd355a593e9ef0a60,https://www.facebook.com/212122615471972,https://en.wikipedia.org/wiki/Mike_Roess_Gold_Head_Branch_State_Park,26263a11-746e-4c43-849b-6c91bb4021ac,2,Open-Fee Required
S00055,Mound Key Archaeological State Park,https://www.tripadvisor.com/Attraction_Review-g34208-d12172275-Reviews-Mound_Key_Archeological_State_Park-Estero_Florida.html,https://www.yelp.com/biz/koreshan-state-park-estero?osq=State+Park,,https://www.facebook.com/107971969225156,https://en.wikipedia.org/wiki/Mound_Key_Archaeological_State_Park,f5da35ab-4ee5-4c63-9262-f66d6e09a8c8,4,Open-No Fee Required
S00056,Myakka River State Park,https://www.tripadvisor.com/Attraction_Review-g34618-d105479-Reviews-Myakka_River_State_Park-Sarasota_Florida.html,https://www.yelp.com/biz/myakka-river-state-park-sarasota,https://foursquare.com/v/4bb7c2a07421a5938203c140,https://www.facebook.com/163025940391887,https://en.wikipedia.org/wiki/Myakka_River_State_Park,425648a1-77cf-4a96-8a03-6a859bcd2736,4,Open-Fee Required
S00057,Natural Bridge Battlefield Historic State Park,https://www.tripadvisor.com/Attraction_Review-g34675-d3381808-Reviews-Natural_Bridge_Battlefield_Historic_State_Park-Tallahassee_Florida.html,https://www.yelp.com/biz/natural-bridge-battlefield-historic-state-park-tallahassee?osq=Natural+Bridge+Battlefield+Historic+State+Park,https://foursquare.com/v/4e441ee2d164821e115efb1a,https://www.facebook.com/143190215711543,https://en.wikipedia.org/wiki/Natural_Bridge_Battlefield_Historic_State_Park,44d64df7-f691-4d68-b730-2900492d788e,1,Open-No Fee Required
S00253,Nature Coast State Trail,https://www.tripadvisor.com/Attraction_Review-g34694-d8447672-Reviews-Nature_Coast_State_Trail-Trenton_Florida.html,,https://foursquare.com/v/nature-coast-state-trail/5221f18a11d296c18fa2ba77,https://www.facebook.com/pages/Nature-Coast-State-Trail/238206406210947?rf=487320737995171,https://en.wikipedia.org/w/index.php?title=Nature_Coast_State_Trail&action=history,33848cf3-81e6-48c6-829f-f1164a200e7f,2,Open-No Fee Required
S00254,North Peninsula State Park,https://www.tripadvisor.com/Attraction_Review-g34221-d4290750-Reviews-North_Peninsula_State_Park-Flagler_Beach_Florida.html,https://www.yelp.com/biz/north-peninsula-state-park-flagler-beach,https://foursquare.com/v/north-peninsula-state-park/4ce83e89baa6a1cdcecb2c6c,,https://en.wikipedia.org/wiki/North_Peninsula_State_Park,5cc76a4a-a40e-4f71-a1b9-9d69ada160d6,3,Open-No Fee Required
